position COMBINED_rate(cM/Mb) Genetic_Map(cM)
40029994 1.8663014539 61.6000522516
40030064 1.8668533984 61.6001828927
40030578 1.9188838684 61.6011424554
40031168 0.2166077446 61.6022745968
40035091 0.1495779629 61.6031243490
40041767 0.1457885236 61.6041229315
40043321 0.1457885236 61.6043494869
40047593 1.6147489745 61.6049722954
40047828 0.2241133541 61.6053517614
40048511 0.1000750136 61.6055048309
40049391 0.0932603892 61.6055928969
40050549 0.0855035089 61.6057008924
40050995 0.0744790064 61.6057390270
40051548 0.0587632932 61.6057802139
40051980 0.0458637584 61.6058055996
40052012 0.0340080152 61.6058070672
40055355 0.0332097496 61.6059207560
40056684 0.0993354637 61.6059648918
40057049 0.3453599473 61.6060011492
40060714 0.3457468745 61.6072668934
40061105 0.3488777240 61.6074020805
40062316 0.4646200063 61.6078245714
40063477 13.4539000507 61.6083639952
40066176 0.2920543604 61.6446760715
40067489 0.2921537441 61.6450595388
40070553 0.3591472994 61.6459546979
40070830 0.1917401358 61.6460541817
40073362 0.1907429703 61.6465396677
40073423 0.1899113577 61.6465513031
40073701 0.1891808494 61.6466040984
40074661 0.1896177326 61.6467857120
40075081 0.1902461314 61.6468653515
40077137 0.1902461314 61.6472564975
40077444 0.2126707616 61.6473149031
40077535 0.2312348777 61.6473342561
40080481 0.2028134233 61.6480154741
40080586 0.2028100277 61.6480367695
40081157 0.1530552898 61.6481525740
40081243 0.1034916859 61.6481657368
40083523 0.0167938532 61.6484016978
40090953 0.0454622179 61.6485264761
40091354 0.2222760813 61.6485447065
40091836 0.1492974920 61.6486518436
40092286 0.1158633711 61.6487190274
40092318 0.0885772382 61.6487227351
40093225 0.0885772382 61.6488030746
40093683 0.1385029574 61.6488436430
40094086 0.1911767141 61.6488994597
40094417 0.1776529069 61.6489627392
40094447 0.1702400965 61.6489680688
40094761 0.1170397622 61.6490215242
40095268 0.1109800285 61.6490808633
40095539 0.1042875888 61.6491109389
40095856 0.0998111771 61.6491439981
40096028 0.0973720638 61.6491611656
40096246 0.0958520408 61.6491823927
40096662 0.0955960113 61.6492222671
40097004 0.0952320297 61.6492549610
40097943 0.0952417021 61.6493443839
40098639 0.0952505563 61.6494106721
40100900 0.0952505563 61.6496260336
40102747 0.0952505563 61.6498019614
40103146 0.0952445110 61.6498399663
40105912 0.0952532215 61.6501034127
40106097 0.0952997382 61.6501210345
40106212 0.0953125712 61.6501319940
40108011 0.0957685545 61.6503034613
40108346 0.0964207655 61.6503355438
40108473 0.0971952013 61.6503477892
40108740 0.0971952013 61.6503737403
40113186 0.1023051827 61.6508058702
40114110 0.1067142963 61.6509004002
40114600 0.1121219420 61.6509526902
40115704 0.1279075231 61.6510764728
40115826 0.1457145162 61.6510920775
40116233 0.1456615937 61.6511513833
40117253 0.1901774872 61.6512999581
40117912 0.1591654195 61.6514252851
40119544 0.1516896163 61.6516850431
40121580 0.1567730494 61.6519938831
40123489 0.1470445238 61.6522931629
40123570 0.1365172547 61.6523050735
40124555 0.1344068171 61.6524395430
40124890 0.1308638367 61.6524845693
40124913 0.1317133406 61.6524875791
40125062 0.1321082765 61.6525072044
40126343 0.1283583711 61.6526764351
40127025 0.1372552740 61.6527639755
40128176 0.3996418273 61.6529219564
40129057 0.1519749518 61.6532740408
40129199 0.2812976898 61.6532956212
40130972 0.6296167101 61.6537943621
40131374 0.0474242064 61.6540474680
40133874 0.0335480347 61.6541660285
40140302 0.0335729142 61.6543816753
40143207 0.0340076483 61.6544792046
40144722 0.0358208920 61.6545307262
40147606 0.0941101184 61.6546340336
40147946 0.1753634938 61.6546660310
40149575 0.1772198103 61.6549516982
40151972 0.1937602249 61.6553764941
40152247 0.2137245399 61.6554297781
40153048 0.2214387478 61.6556009715
40153243 0.2280672661 61.6556441520
40153724 0.2281971783 61.6557538524
40153802 0.2376095659 61.6557716518
40154923 0.2636852899 61.6560380121
40154962 0.2871746164 61.6560482958
40155922 0.4449288267 61.6563239835
40156495 1.8824744834 61.6565789277
40156666 0.6239699559 61.6569008308
40156676 0.5279112796 61.6569070705
40157033 0.5353573226 61.6570955348
40157120 0.5452674829 61.6571421109
40157431 27.7402012751 61.6573116891
40157725 27.7402012751 61.6654673083
40158323 9.8205783905 61.6820559486
40158609 9.7412025545 61.6848646341
40159556 0.0060740450 61.6940895529
40159788 0.0049707192 61.6940909621
40160114 0.0046753262 61.6940925825
40160187 0.0045672608 61.6940929238
40160422 0.0042065942 61.6940939971
40161829 0.0042034260 61.6940999158
40163230 0.0042034260 61.6941058048
40165476 0.0042003651 61.6941152457
40168639 0.0042003651 61.6941285315
40169248 0.0042003651 61.6941310895
40175247 0.0043557175 61.6941562875
40178035 0.0043557175 61.6941684312
40178422 0.0044516364 61.6941701169
40179028 0.0044524802 61.6941728146
40181017 0.0123259047 61.6941816705
40183207 0.1681891531 61.6942086643
40204492 0.1681891531 61.6977885704
40208540 0.1681342759 61.6984694001
40210318 0.3791954909 61.6987683428
40215509 0.1820456061 61.7007367466
40216974 0.1799641674 61.7010034434
40217429 0.1795175143 61.7010853271
40217664 0.1797807180 61.7011275138
40217672 0.1796950597 61.7011289520
40219290 0.2642754438 61.7014196986
40219316 0.4027525330 61.7014265698
40219502 1.3133854803 61.7015014817
40219713 5.3523293092 61.7017786061
40221499 8.5015649934 61.7113378662
40221977 8.5009645192 61.7154016143
40222243 8.4999538787 61.7176628708
40222562 1.9543846398 61.7203743561
40223069 0.8488232217 61.7213652291
40223339 0.8385957161 61.7215944114
40223368 0.7740284466 61.7216187307
40223715 0.7731701133 61.7218873186
40223794 0.7742586115 61.7219483990
40224533 0.7523285159 61.7225205761
40225197 0.7410141910 61.7230201223
40226171 0.7424783559 61.7237418701
40226226 0.7392929391 61.7237827064
40227532 1.7241620158 61.7247482230
40227777 0.6027671796 61.7251706427
40228816 0.5646980554 61.7257969178
40229642 0.4981304880 61.7262633584
40229747 0.4300933057 61.7263156621
40229771 0.4331113415 61.7263259843
40229800 0.3799443917 61.7263385445
40230884 0.3796143862 61.7267504042
40230952 0.3797010461 61.7267762180
40232079 0.3799990708 61.7272041411
40232623 0.3818216678 61.7274108606
40232866 0.3834005316 61.7275036433
40234355 3.6743307555 61.7280745266
40234866 6.3778072707 61.7299521097
40235337 0.1083796989 61.7329560569
40238946 0.1124376944 61.7333471992
40239509 0.2840160694 61.7334105016
40240283 0.1059477385 61.7336303301
40241976 0.0814179753 61.7338096996
40244696 0.0789534546 61.7340311565
40246400 0.0766193710 61.7341656932
40249721 0.0757730766 61.7344201461
40257464 0.0770575498 61.7350068570
40258081 0.0831495683 61.7350544016
40258439 0.0935456856 61.7350841691
40258466 0.1051323015 61.7350866948
40258525 0.1168691144 61.7350928976
40258615 0.1303621929 61.7351034159
40260874 0.1523023317 61.7353979041
40262391 0.2222688242 61.7356289467
40269659 0.0625119911 61.7372443965
40271142 0.0107977799 61.7373371018
40275267 0.0103049348 61.7373816426
40276800 0.0101133184 61.7373974401
40277387 0.0100740853 61.7374033766
40278505 0.0100740853 61.7374146394
40282515 0.0193499305 61.7374550365
40283782 0.0702020399 61.7374795529
40283834 0.1182328073 61.7374832034
40284761 0.1901429245 61.7375928052
40286410 0.2003609213 61.7379063509
40287441 0.2023830696 61.7381129230
40287748 0.2042547171 61.7381750546
40288016 0.2054050728 61.7382297949
40288243 0.2059471219 61.7382764218
40289480 0.1970259433 61.7385311784
40289840 0.1915910280 61.7386021077
40290282 0.1891983637 61.7386867910
40291191 0.1877575558 61.7388587723
40291585 11.8750517971 61.7389327488
40291676 0.2427125216 61.7400133785
40292349 0.2173381058 61.7401767240
40292595 0.2017127377 61.7402301892
40292720 0.1876882780 61.7402554033
40293008 0.1823867706 61.7403094575
40293241 0.1812886133 61.7403519536
40294024 0.1812505366 61.7404939026
40294112 0.1813339113 61.7405098526
40294974 0.1855558381 61.7406661625
40295061 0.1913302399 61.7406823058
40295224 0.1994697134 61.7407134927
40296053 0.2244273701 61.7408788531
40298587 0.1593969097 61.7414475520
40298960 0.1084019826 61.7415070071
40302212 0.1085447710 61.7418595303
40302493 0.1085762602 61.7418900314
40304874 0.1225343521 61.7421485515
40305263 0.1358941534 61.7421962173
40305774 0.1561138870 61.7422656592
40306199 0.1772184408 61.7423320076
40307308 0.1811979859 61.7425285429
40308276 0.1827005807 61.7427039425
40308309 0.1843983856 61.7427099717
40308736 0.1844897788 61.7427887098
40309270 0.1844574484 61.7428872273
40309476 0.1847127179 61.7429252255
40309608 0.1846703018 61.7429496076
40309872 0.1847205757 61.7429983606
40310330 0.1847205757 61.7430829626
40311694 0.1853210705 61.7433349215
40313130 0.1478140076 61.7436010425
40313658 0.0293484359 61.7436790883
40315726 0.0200822206 61.7437397809
40316874 0.0199404319 61.7437628353
40317836 0.0200591098 61.7437820180
40318823 0.0204244410 61.7438018163
40320532 0.0222366304 61.7438367217
40322004 0.0684235579 61.7438694540
40322051 0.1115365364 61.7438726699
40322322 0.1575269434 61.7439028963
40323475 0.9151575583 61.7440845249
40323667 1.7798019746 61.7442602351
40324175 0.8734390732 61.7451643745
40324797 0.4462537274 61.7457076536
40324883 0.4212638989 61.7457460315
40324979 0.2865067834 61.7457864728
40325223 0.2864786615 61.7458563805
40325472 0.2085474875 61.7459277136
40325588 0.1324245155 61.7459519051
40328520 0.1322048554 61.7463401738
40329643 0.1322069520 61.7464886399
40329714 0.1322190155 61.7464980266
40331423 0.1322190155 61.7467239889
40331842 0.1322037196 61.7467793886
40331903 0.1322640099 61.7467874531
40332044 0.1322823083 61.7468061023
40332732 0.1322823083 61.7468971125
40333755 0.1322757056 61.7470324373
40334259 0.1322623563 61.7470991043
40334516 0.1323517868 61.7471330957
40334610 0.1323949796 61.7471455368
40334718 0.1324914909 61.7471598354
40334811 0.1324926679 61.7471721571
40335681 0.1325327593 61.7472874258
40335923 0.1324181835 61.7473194987
40336043 0.1322362907 61.7473353889
40337301 0.1322093413 61.7475017421
40339120 0.1383355950 61.7477422309
40339754 0.5673338414 61.7478299357
40339850 1.0100566661 61.7478843997
40340330 1.0101776692 61.7483692269
40340900 0.5462118114 61.7489450282
40340980 0.3660414395 61.7489887251
40341107 0.1435548702 61.7490352124
40341833 0.1390126359 61.7491394332
40344088 0.1390053342 61.7494529067
40344665 0.1389837041 61.7495331128
40345033 0.1389863498 61.7495842588
40346916 0.1390492859 61.7498459701
40347509 0.1390492859 61.7499284263
40348192 0.1390492859 61.7500233970
40348297 0.1390492859 61.7500379972
40348369 0.1390494779 61.7500480087
40348406 0.1390494779 61.7500531536
40348509 0.1392386049 61.7500674757
40348683 0.1395312855 61.7500917032
40348821 0.1396343300 61.7501109585
40349020 0.1391620433 61.7501387457
40349034 0.1391829445 61.7501406940
40349408 0.1399403756 61.7501927484
40350113 0.1360773540 61.7502914064
40350391 0.1264616821 61.7503292359
40350633 0.1109872668 61.7503598396
40351021 0.0859621622 61.7504029027
40351108 0.0590329067 61.7504103814
40351873 0.0532368738 61.7504555415
40352742 0.1480674471 61.7505018044
40352940 0.6057546282 61.7505311217
40353185 1.0271483589 61.7506795316
40353912 0.4692387922 61.7514262685
40354073 0.0844051704 61.7515018159
40355002 0.0844656204 61.7515802283
40355047 0.0766214820 61.7515840293
40355258 0.0688914794 61.7516001964
40355837 0.0662702191 61.7516400846
40356475 0.0689860652 61.7516823650
40356840 0.0770560449 61.7517075449
40356845 0.0845261832 61.7517079302
40357234 0.0958501120 61.7517408109
40357866 0.1073522062 61.7518013881
40357968 0.1179656585 61.7518123381
40358902 0.1225519196 61.7519225180
40359034 0.1273659083 61.7519386948
40361248 0.4910007958 61.7522206830
40361301 0.9344116859 61.7522467060
40362500 1.0275894499 61.7533670656
40362541 1.1015993208 61.7534091968
40363966 1.3022550079 61.7549789758
40364087 0.8188566087 61.7551365487
40364472 0.4817868414 61.7554518085
40365357 0.2699423840 61.7558781898
40365538 0.1028333368 61.7559270494
40366783 0.1004238483 61.7560550769
40367149 0.0998554687 61.7560918320
40367268 0.0993093177 61.7561037148
40369463 0.0999821170 61.7563216988
40369996 0.1036305450 61.7563749892
40370076 0.1063006270 61.7563832797
40370423 0.1218895481 61.7564201660
40370644 0.1496804636 61.7564471036
40371683 1.2441624420 61.7566026216
40371772 2.4404054668 61.7567133521
40374455 0.9572865819 61.7632609599
40376042 0.6977567880 61.7647801737
40376471 0.5581466762 61.7650795114
40377006 0.3722115636 61.7653781199
40380972 0.3373075844 61.7668543109
40381192 0.3119653849 61.7669285186
40382753 0.3073253101 61.7674154966
40384949 0.3055343061 61.7680903829
40385940 0.3037873627 61.7683931674
40388284 0.3031589741 61.7691052450
40388445 2.5979155099 61.7691540536
40388695 2.5150358294 61.7698035325
40389028 2.1669124635 61.7706410394
40389252 0.3575395064 61.7711264278
40391199 0.3566844278 61.7718225572
40392582 0.3570829470 61.7723158518
40392980 0.3573901565 61.7724579708
40394314 0.3576857451 61.7729347293
40395953 0.3590551269 61.7735209762
40395975 0.3602700288 61.7735288754
40396618 0.3629424669 61.7737605291
40397584 0.3605884662 61.7741111315
40398741 0.3606760144 61.7745283323
40400365 0.3439675053 61.7751140702
40400457 0.3251960572 61.7751457152
40401323 0.3084095192 61.7754273350
40401862 0.2870557404 61.7755935677
40402158 0.2639266369 61.7756785362
40402782 0.2410164506 61.7758432264
40405824 0.2206848588 61.7765763985
40406465 0.2167470138 61.7767178575
40408548 0.1413315142 61.7771693415
40409771 0.0624650763 61.7773421899
40417182 0.0644131031 61.7778051186
40418821 0.9588819244 61.7779106917
40420062 0.3023890620 61.7791006642
40420128 0.0622594587 61.7791206218
40423637 0.0622578977 61.7793390903
40424475 0.4052127277 61.7793912624
40428573 0.1360229944 61.7810518242
40429438 0.1075079040 61.7811694840
40429586 0.0687524482 61.7811853952
40430153 0.0226982661 61.7812243779
40431121 0.0138903401 61.7812463498
40431817 0.0113238888 61.7812560174
40432203 0.0105662432 61.7812603885
40432744 0.0105662432 61.7812661048
40433839 0.0105662432 61.7812776748
40434552 0.0105662432 61.7812852086
40435729 0.0105662432 61.7812976450
40436546 0.0107274871 61.7813062777
40437924 0.0120339008 61.7813210601
40438139 0.0144081822 61.7813236474
40438562 0.0179564725 61.7813297421
40438638 0.0219812574 61.7813311068
40439035 0.0266787019 61.7813398333
40439447 0.0349908282 61.7813508250
40440282 0.0349908282 61.7813800423
40440313 0.0481744095 61.7813811270
40440820 0.0601109280 61.7814055515
40442021 0.0782420519 61.7814777447
40442281 0.0980893334 61.7814980876
40442938 0.1216940622 61.7815625323
40446223 0.1229707829 61.7819622973
40446416 0.1245364205 61.7819860307
40449610 1.4136250699 61.7823838000
40451076 0.8703281914 61.7844561743
40451161 0.4252819448 61.7845301522
40451200 0.1375692587 61.7845467382
40454962 0.1371137905 61.7850642738
40457451 0.1372357377 61.7854055500
40459078 0.1382066099 61.7856288325
40461252 0.1426179554 61.7859292937
40463959 0.1501747497 61.7863153605
40464806 0.1637380082 61.7864425585
40468902 0.1796525481 61.7871132294
40471288 1.2474569506 61.7875418804
40473954 1.2385195947 61.7908676006
40474365 2.5810501043 61.7913766322
40477719 3.0020534678 61.8000334742
40483322 2.0085533277 61.8168539798
40484170 0.6800045397 61.8185572330
40484455 0.6800045397 61.8187510343
40484892 0.0137594206 61.8190481963
40485092 0.0116517618 61.8190509482
40485194 0.0116034233 61.8190521367
40485419 0.0115842096 61.8190547474
40485697 0.0127017232 61.8190579679
40485793 0.0150715047 61.8190591872
40486595 0.7091461441 61.8190712746
40488186 0.0155909045 61.8201995261
40488311 0.0045138540 61.8202014749
40488427 0.0044929616 61.8202019986
40488500 0.0044929616 61.8202023265
40488507 0.0044908190 61.8202023580
40488762 0.0044908190 61.8202035031
40488949 0.0044975052 61.8202043429
40489005 0.0044975052 61.8202045948
40489248 0.0044975052 61.8202056877
40489306 0.0044975052 61.8202059485
40489429 0.0044975052 61.8202065017
40489623 0.0054337425 61.8202073743
40489878 0.0201655603 61.8202087599
40490001 0.0511081023 61.8202112402
40490277 0.8693264174 61.8202253461
40490565 0.7683537617 61.8204757121
40490861 0.6527266404 61.8207031448
40491205 0.0378057460 61.8209276827
40491347 0.0319307021 61.8209330512
40491654 0.0320976841 61.8209428539
40491820 0.0325254347 61.8209481821
40492015 0.0373170939 61.8209545246
40492249 0.0904628741 61.8209632568
40492437 0.5937535134 61.8209802638
40492656 0.4519936745 61.8211102958
40493967 0.0241965303 61.8217028595
40494408 0.0085914279 61.8217135302
40494596 0.0036509103 61.8217151454
40494732 0.0025835235 61.8217156419
40495217 0.0025580046 61.8217168949
40496166 0.0025580046 61.8217193224
40496337 0.0025587659 61.8217197599
40496584 0.0025587659 61.8217203919
40496779 0.0025587659 61.8217208908
40497246 0.0025587659 61.8217220858
40498875 0.0025589640 61.8217262540
40499277 0.0025636731 61.8217272827
40499764 0.0025636731 61.8217285312
40499839 0.0025636731 61.8217287235
40499962 0.0025636731 61.8217290388
40500439 0.0025636731 61.8217302617
40501269 0.0025636731 61.8217323896
40501959 0.0025651899 61.8217341585
40502548 0.0025651899 61.8217356694
40503728 0.0026608987 61.8217386963
40509444 0.1010989990 61.8217539060
40512672 0.2197360225 61.8220802536
40516867 0.2420324932 61.8230020462
40519937 0.2420270584 61.8237450859
40520372 0.2421162947 61.8238503677
40520914 0.2421182310 61.8239815947
40524188 0.2421182310 61.8247742898
40528480 0.2418528187 61.8258134613
40530823 0.2417208525 61.8263801224
40530986 0.2417208525 61.8264195229
40531187 0.2416423288 61.8264681088
40534091 0.3650024275 61.8271698381
40534128 0.4908987762 61.8271833432
40534388 0.4915742410 61.8273109769
40537967 0.4952776858 61.8290703211
40541430 0.4990927691 61.8307854678
40542475 0.5012848387 61.8313070197
40543599 0.5062149594 61.8318704639
40546336 0.5223020633 61.8332559742
40550340 0.5230740194 61.8353472717
40551854 1.3764366461 61.8361392057
40552292 1.9929115258 61.8367420850
40552321 2.4112198714 61.8367998794
40553047 5.4584361067 61.8385504250
40554951 5.4706661042 61.8489432874
40558419 5.4728493726 61.8679155574
40559911 5.4840970449 61.8760810487
40560882 5.4853345176 61.8814061069
40561703 6.6408678570 61.8859095666
40561986 6.4746985780 61.8877889322
40562638 3.8609834492 61.8920104356
40562676 2.3000712383 61.8921571530
40562970 2.1039549528 61.8928333740
40563784 2.1502195244 61.8945459933
40564227 2.1858539546 61.8954985405
40564261 2.2185766535 61.8955728596
40564362 2.2377289686 61.8957969358
40564728 2.0782949848 61.8966159446
40566720 0.8389733669 61.9007559082
40567058 0.8518181425 61.9010394812
40567260 0.8402971895 61.9012115485
40567708 0.6105026494 61.9015880016
40567914 0.6105026494 61.9017137652
40568007 0.0991350416 61.9017705419
40568495 0.0646998830 61.9018189198
40568679 0.0646572098 61.9018308246
40569107 0.0620166102 61.9018584979
40569711 0.0618882946 61.9018959559
40569818 0.0619989309 61.9019025780
40570295 0.0617438434 61.9019321515
40570352 0.0619507058 61.9019356709
40571702 0.0662947478 61.9020193043
40571788 0.0709007982 61.9020250057
40572186 0.0788218961 61.9020532242
40573286 0.1300583136 61.9021399283
40573339 0.1321171121 61.9021468214
40573704 0.2294297829 61.9021950441
40575220 0.2465998824 61.9025428596
40577739 0.4374551290 61.9031640448
40577940 0.4382465993 61.9032519732
40579884 0.4565323364 61.9041039246
40580417 0.4661431758 61.9043472564
40582590 0.4673521403 61.9053601855
40583074 0.4718042905 61.9055863839
40584054 0.5327219179 61.9060487521
40584464 0.6632768021 61.9062671681
40586053 0.7392608175 61.9073211149
40586973 0.8935246016 61.9080012349
40587406 1.0444585701 61.9083881310
40587899 1.0794244284 61.9089030491
40588163 1.1239490963 61.9091880172
40588289 1.1776376134 61.9093296348
40588898 1.2087004863 61.9100468161
40590420 1.2761342996 61.9118864582
40591629 1.2744554115 61.9134293046
40592027 1.5995469264 61.9139365378
40592068 1.9005230704 61.9140021193
40593100 1.9539694638 61.9159634591
40593720 1.8414968253 61.9171749201
40595317 0.0273315855 61.9201157906
40597534 0.0252122389 61.9201763847
40597598 0.0243586209 61.9201779983
40597912 0.0237358554 61.9201856469
40598803 0.0236871459 61.9202067955
40599584 0.0237064839 61.9202252952
40599743 0.0237064839 61.9202290645
40600954 0.0237142369 61.9202577731
40604424 0.0245507662 61.9203400615
40605069 0.3043691111 61.9203558967
40605132 0.7658197998 61.9203750720
40606354 1.8764956013 61.9213109038
40608173 1.8797359263 61.9247242493
40610213 1.6386478235 61.9285589105
40611663 1.5269750727 61.9309349499
40612135 1.3630112391 61.9316556821
40612696 1.2780251391 61.9324203314
40612795 1.2144504148 61.9325468559
40612953 1.1783464987 61.9327387391
40613002 1.1397674694 61.9327964781
40613308 1.0856942452 61.9331452469
40613836 0.8151066897 61.9337184935
40614344 0.3170830334 61.9341325677
40615967 0.3176533618 61.9346471934
40616587 0.3192973357 61.9348441385
40616958 0.3205586492 61.9349625978
40619240 0.3171450864 61.9356941127
40622032 0.3322531962 61.9365795817
40622547 7.1493910721 61.9367506921
40624357 13.9094675727 61.9496910900
40625068 0.2564413485 61.9595807214
40626485 0.2140313364 61.9599440988
40629576 0.2142037958 61.9606056697
40632280 0.2151971300 61.9611848767
40634625 0.2246641779 61.9616895140
40636146 0.2448681126 61.9620312282
40636528 0.2451002485 61.9621247678
40638935 0.2637273549 61.9627147241
40639867 0.3618453874 61.9629605180
40640551 0.6731313704 61.9632080203
40641066 0.3874735920 61.9635546829
40645810 1.4835596933 61.9653928577
40646886 1.2218456590 61.9669891679
40647040 0.5554135799 61.9671773321
40647818 0.5420847281 61.9676094439
40648379 0.2070147877 61.9679135534
40653588 0.1982701697 61.9689918934
40653714 0.1972156476 61.9690168755
40654241 0.1906794547 61.9691208081
40654264 0.1897179154 61.9691251938
40654342 0.1830692868 61.9691399918
40655498 0.1822328986 61.9693516199
40657105 0.1785627995 61.9696444681
40657138 0.1748195267 61.9696503607
40658036 0.1720483878 61.9698073486
40658543 0.1695214889 61.9698945772
40658993 0.1668488366 61.9699708618
40660076 0.1658710520 61.9701515591
40660438 0.1654184772 61.9702116044
40661474 0.1652700572 61.9703829780
40661803 0.1650561309 61.9704373518
40662213 0.1648008581 61.9705050249
40662628 0.1648658176 61.9705734172
40664480 0.1647894759 61.9708787487
40665659 0.1665355423 61.9710730355
40666178 0.1854395974 61.9711594674
40666236 0.2048475710 61.9711702229
40667038 0.5555118555 61.9713345107
40668077 0.5775263043 61.9719116875
40668258 0.6102235966 61.9720162198
40668418 0.5990189712 61.9721138555
40668448 0.5809474652 61.9721318261
40668612 0.5756986846 61.9722271015
40669088 1.1067889675 61.9725011341
40669447 1.4103206058 61.9728984713
40673101 0.5134698050 61.9780517828
40673573 0.5135039193 61.9782941406
40673921 0.5135748236 61.9784728399
40675257 0.5150275346 61.9791589759
40675872 0.5186931998 61.9794757178
40675907 0.5200606830 61.9794938721
40676154 0.5100360058 61.9796223271
40677160 0.0448624283 61.9801354233
40678592 0.0424420856 61.9801996663
40679326 0.0424428008 61.9802308188
40680222 0.0424295162 61.9802688475
40680959 0.0724020217 61.9803001181
40681595 1.0110211836 61.9803461658
40682722 0.1249606336 61.9814855866
40683089 0.0729413541 61.9815314472
40683608 0.0419620698 61.9815693038
40685242 0.0420495758 61.9816378698
40688613 0.0624026227 61.9817796189
40688889 0.0809331558 61.9817968420
40689162 0.0940103717 61.9818189368
40689224 0.1072343858 61.9818247654
40689971 0.1365687936 61.9819048695
40690650 0.1513673769 61.9819975997
40690792 0.1624741314 61.9820190939
40691266 0.1633292857 61.9820961066
40691312 0.1624072005 61.9821036198
40691415 0.1572725899 61.9821203477
40692386 0.1570997522 61.9822730594
40692915 0.1592809944 61.9823561652
40693077 0.1620511266 61.9823819687
40693884 0.2208845640 61.9825127439
40694227 0.3080080930 61.9825885073
40695914 0.4482247454 61.9831081170
40696137 0.4480449113 61.9832080711
40697002 0.5128696504 61.9835956300
40697641 0.5131324410 61.9839233537
40697746 0.5131162680 61.9839772326
40698239 6.2729254143 61.9842301989
40698471 3.0953594167 61.9856855176
40698536 1.1736366428 61.9858867160
40698590 0.1548770795 61.9859500923
40698687 0.1548423045 61.9859651154
40698829 0.1548086064 61.9859871030
40698923 0.1439211446 61.9860016550
40699474 0.1438063139 61.9860809556
40699505 0.1426174498 61.9860854136
40700616 0.1424508122 61.9862438616
40701530 0.1421331049 61.9863740616
40703303 0.1435403272 61.9866260636
40703596 0.1914190425 61.9866681209
40703617 0.2545177433 61.9866721407
40704133 0.3920783544 61.9868034719
40704304 0.3919484858 61.9868705173
40704514 0.3918176577 61.9869528264
40704662 0.4857910076 61.9870108155
40705751 0.1392608610 61.9875398419
40706276 0.1361571011 61.9876129538
40707045 0.1361571011 61.9877176586
40707768 0.1361154345 61.9878161002
40707824 0.1361154345 61.9878237227
40708686 0.1362396585 61.9879410542
40709658 0.1362396585 61.9880734791
40709783 0.1362186537 61.9880905091
40709913 0.1362647077 61.9881082175
40709979 0.1362958264 61.9881172110
40711351 0.1371168861 61.9883042089
40711810 0.1388636071 61.9883671455
40712432 0.5534457330 61.9884535187
40713960 0.4598752409 61.9892991838
40714434 0.1305996211 61.9895171646
40716561 0.0086613309 61.9897949500
40716982 0.0086613309 61.9897985964
40717438 0.0084454964 61.9898025460
40718185 0.0084454964 61.9898088548
40718982 0.0084461087 61.9898155858
40719955 0.0084461087 61.9898238039
40720795 0.0084461087 61.9898308986
40721040 0.0084461087 61.9898329679
40722272 0.0171260642 61.9898433735
40722663 0.0341556340 61.9898500698
40724540 1.7206895008 61.9899141800
40724877 2.5959115839 61.9904940523
40725329 0.2359460533 61.9916674044
40727570 0.2857499231 61.9921961595
40727648 0.3713193007 61.9922184480
40727830 0.6726480130 61.9922860281
40730862 0.7453988371 61.9943254968
40731182 0.6617484171 61.9945640245
40731977 0.6614947940 61.9950901145
40731991 0.6613542039 61.9950993754
40732490 0.5809263025 61.9954293911
40732932 0.2130143363 61.9956861606
40735423 0.2124548350 61.9962167793
40735983 0.2121556225 61.9963357540
40736594 0.2116895573 61.9964653811
40736800 0.2110960111 61.9965089891
40738366 0.2107663460 61.9968395655
40739185 0.2106946940 61.9970121831
40739399 0.2103413336 61.9970572718
40739498 0.2102838879 61.9970780956
40739522 0.2102838879 61.9970831424
40740279 0.2093754408 61.9972423273
40740533 0.2067113092 61.9972955086
40743771 0.1137403269 61.9979648399
40743935 0.0375556561 61.9979834933
40743956 0.0376252181 61.9979842819
40744610 0.0280979709 61.9980088888
40744907 0.0246225108 61.9980172339
40747905 0.0393955755 61.9980910522
40748427 0.0743603764 61.9981116167
40749431 3.3180679906 61.9981862745
40751830 3.8130884599 62.0061463196
40753718 3.6700641685 62.0133454307
40754521 2.2425549235 62.0162924922
40754594 1.2421996004 62.0164561987
40754637 0.5674267826 62.0165096133
40755223 0.4250277193 62.0168421254
40755909 0.4247869464 62.0171336944
40755924 0.1786536739 62.0171400662
40756939 0.1786152007 62.0173213997
40757282 0.1415632334 62.0173826647
40757713 0.1169274970 62.0174436784
40757978 0.1169557425 62.0174746642
40759113 0.1062364964 62.0176074090
40759797 0.0960696252 62.0176800748
40768446 0.1064557053 62.0185109809
40773527 4.2734972970 62.0190518824
40779809 10.5666579632 62.0458979924
40780326 10.6472517523 62.0513609546
40780801 1.8102576443 62.0564183991
40781445 1.7888090764 62.0575842051
40781815 0.1840775433 62.0582460644
40783093 0.1829139598 62.0584813155
40783266 0.1809770584 62.0585129596
40783335 0.1803582783 62.0585254471
40783506 0.1806091716 62.0585562883
40783994 0.1809427892 62.0586444256
40784473 0.1817125262 62.0587310972
40786604 0.2499949123 62.0591183266
40786691 0.3444933818 62.0591400761
40787128 0.3456703670 62.0592906198
40787313 0.5171198666 62.0593545688
40788239 0.5186246673 62.0598334218
40788582 0.1755669423 62.0600113100
40791714 0.1729175158 62.0605611857
40791902 0.1696866729 62.0605936942
